id	name
Item_name_202702	野猪牙
Item_name_202703	狼牙
Item_name_202801	水晶石
Item_name_202802	绿晶石
Item_name_202901	魔兽翅膀
Item_name_202902	粉色翅膀
Item_name_203001	草药
Item_name_203002	蘑菇
Item_name_203003	矿石
Item_name_203004	宝石
Item_name_203005	珍珠
Item_name_300301	低级经验书
Item_name_300302	中级经验书
Item_name_300303	高级经验书
Item_name_400201	拉芙塔利雅
Item_name_400202	萝拉纳特.贝纳
Item_name_400203	阿莉西亚
Item_name_400204	莉莉丝
Item_name_400205	爱娜
Item_name_200101	牙齿
Item_name_300101	灵魂石
Item_name_400101	体力药剂
Item_desc_100101	新人专用短剑，有一点点攻击力
Item_desc_100102	棉布编织的帽子，保暖效果很好
Item_desc_100103	麻布衬衣，可能有一些防御力吧
Item_desc_100104	这个护腿可以让你摔倒了也不会受伤
Item_desc_100105	小小的戒指，积蓄着点滴的魔力
Item_desc_100106	粗糙的项链，随处可见
Item_desc_200101	粗糙的牙齿
Item_desc_100107	铁制的长剑
Item_desc_100108	皮质的盔甲，有羽毛装饰
Item_desc_100109	皮质的甲胄，轻巧但是防御很低
Item_desc_100110	皮质的裹腿，棉花的衬里
Item_desc_100111	铁质小戒指
Item_desc_100112	劣质宝石的项链
Item_desc_201001	解锁勇者史莱姆盾的材料
Item_desc_201003	解锁勇者双头犬盾的材料
Item_desc_201006	解锁勇者铁管盾的材料
Item_desc_201008	解锁勇者噬魂兽盾的材料
Item_desc_201011	解锁勇者愤怒之盾的材料
Item_desc_201002	装备制造的材料
Item_desc_203001	草药
Item_desc_203002	奇怪的蘑菇
Item_desc_203003	普通的矿石
Item_desc_203004	宝石
Item_desc_203005	珍珠
Item_desc_300301	获得100经验
Item_desc_300302	获得250经验
Item_desc_300303	获得500经验
Item_desc_400201	获得拉芙塔利雅
Item_desc_400202	获得萝拉纳特.贝纳
Item_desc_400203	获得阿莉西亚
Item_desc_400204	获得莉莉丝
Item_desc_400205	获得爱娜
Item_desc_300101	低级的灵魂石，强化专用
Item_desc_400101	体力药剂，使用后恢复体力
HeroEquip_name_101101	史莱姆盾
HeroEquip_name_101102	双头犬盾
HeroEquip_name_101103	铁管盾
HeroEquip_name_101104	噬魂兽盾
HeroEquip_name_101105	愤怒盾
HeroEquip_desc_101101	史莱姆盾
HeroEquip_desc_101102	双头犬盾
HeroEquip_desc_101103	铁管盾
HeroEquip_desc_101104	噬魂兽盾
HeroEquip_desc_101105	愤怒盾
RandomAttr_name_10001	强攻
RandomAttr_name_10002	暴攻
RandomAttr_name_10003	速攻
RandomAttr_name_10004	闪躲
RandomAttr_name_10005	必中
RandomAttr_name_10006	铁甲
RandomAttr_name_10007	强晕
RandomAttr_name_10008	血息
RandomAttr_name_10009	冲撞
RandomAttr_name_10010	诅咒
RandomAttr_name_10011	生命之息
RandomAttr_name_10012	坚定
RandomAttr_name_10013	石肤
RandomAttr_name_10014	根基
RandomAttr_name_10015	祝福
AttrGroup_name_10001	攻击强化
AttrGroup_name_10002	暴击强化
AttrGroup_name_10003	伤害强化
AttrGroup_name_10004	防御强化
AttrGroup_name_10005	免伤强化
AttrGroup_name_10006	生命强化
AttrGroup_name_10007	压力强化
RandomAttr_desc_10001	强攻
RandomAttr_desc_10002	暴攻
RandomAttr_desc_10003	速攻
RandomAttr_desc_10004	闪躲
RandomAttr_desc_10005	必中
RandomAttr_desc_10006	铁甲
RandomAttr_desc_10007	强晕
RandomAttr_desc_10008	血息
RandomAttr_desc_10009	冲撞
RandomAttr_desc_10010	诅咒
RandomAttr_desc_10011	生命之息
RandomAttr_desc_10012	坚定
RandomAttr_desc_10013	石肤
RandomAttr_desc_10014	根基
RandomAttr_desc_10015	祝福
AttrGroup_desc_10001	攻击强化
AttrGroup_desc_10002	暴击强化
AttrGroup_desc_10003	伤害强化
AttrGroup_desc_10004	防御强化
AttrGroup_desc_10005	免伤强化
AttrGroup_desc_10006	生命强化
AttrGroup_desc_10007	压力强化
stagePoint_1_1	王城
stagePoint_1_2	小村庄
Unit_loveTxt_10001_1	憎恨
Unit_loveTxt_10001_2	厌恶
Unit_loveTxt_10001_3	讨厌
Unit_loveTxt_10001_4	漠然
Unit_loveTxt_10001_5	路人
Unit_loveTxt_10001_6	兴趣
Unit_loveTxt_10001_7	朦胧
Unit_loveTxt_10001_8	好感
Unit_loveTxt_10001_9	喜欢
